"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Hospital Infantil de México Federico Gómez"|"2021"|"framework"|"Contrato marco"|2|2|345053.496625|0.06|0.24
"Hospital Infantil de México Federico Gómez"|"2021"|"open"|"Licitación abierta"|6|35|98485426.39|18.05|4.25
"Hospital Infantil de México Federico Gómez"|"2021"|"selective"|"Invitación a 3 o más"|7|12|10884556.33|1.99|1.46
"Hospital Infantil de México Federico Gómez"|"2022"|"direct"|"Adjudicación directa"|593|685|329383154.631|49.93|76.2
"Hospital Infantil de México Federico Gómez"|"2022"|"framework"|"Contrato marco"|1|2|208640.88|0.03|0.22
"Hospital Infantil de México Federico Gómez"|"2022"|"open"|"Licitación abierta"|21|197|319873608.7|48.49|21.91
"Hospital Infantil de México Federico Gómez"|"2022"|"selective"|"Invitación a 3 o más"|5|15|10208134.42|1.55|1.67
"Hospital Infantil de México Federico Gómez"|"2023"|"direct"|"Adjudicación directa"|7|9|22980831.88|100|100
"Hospital Juárez de México"|"2017"|"direct"|"Adjudicación directa"|21|21|1548262.08|0.18|63.64
"Hospital Juárez de México"|"2017"|"open"|"Licitación abierta"|8|11|856672060.26|98.42|33.33
"Hospital Juárez de México"|"2017"|"selective"|"Invitación a 3 o más"|1|1|12239903.68|1.41|3.03
"Hospital Juárez de México"|"2018"|"direct"|"Adjudicación directa"|384|407|169812503.64|42.89|87.9
"Hospital Juárez de México"|"2018"|"framework"|"Contrato marco"|1|1|1282116|0.32|0.22
"Hospital Juárez de México"|"2018"|"open"|"Licitación abierta"|9|49|219333005.85|55.4|10.58
"Hospital Juárez de México"|"2018"|"selective"|"Invitación a 3 o más"|4|6|5455559.27|1.38|1.3
"Hospital Juárez de México"|"2019"|"direct"|"Adjudicación directa"|479|508|287160054.9|62.58|85.52
"Hospital Juárez de México"|"2019"|"framework"|"Contrato marco"|4|4|27288654.349999998|5.95|0.67
"Hospital Juárez de México"|"2019"|"open"|"Licitación abierta"|9|75|134912120.3|29.4|12.63
"Hospital Juárez de México"|"2019"|"selective"|"Invitación a 3 o más"|4|7|9478304.04|2.07|1.18
"Hospital Juárez de México"|"2020"|"direct"|"Adjudicación directa"|460|746|397298848.9686|78.52|97.39
"Hospital Juárez de México"|"2020"|"open"|"Licitación abierta"|7|15|99919099.4342|19.75|1.96
"Hospital Juárez de México"|"2020"|"selective"|"Invitación a 3 o más"|4|5|8737081.32|1.73|0.65
"Hospital Juárez de México"|"2021"|"direct"|"Adjudicación directa"|526|946|352834757.529|39.73|88.58
"Hospital Juárez de México"|"2021"|"framework"|"Contrato marco"|2|2|18965240.31|2.14|0.19
"Hospital Juárez de México"|"2021"|"open"|"Licitación abierta"|16|118|513115708.84|57.78|11.05
"Hospital Juárez de México"|"2021"|"selective"|"Invitación a 3 o más"|2|2|3185560|0.36|0.19
"Hospital Juárez de México"|"2022"|"direct"|"Adjudicación directa"|411|692|236459389.5|19.38|80.37
"Hospital Juárez de México"|"2022"|"framework"|"Contrato marco"|2|2|57825505.54|4.74|0.23
"Hospital Juárez de México"|"2022"|"open"|"Licitación abierta"|28|166|922601535.62|75.61|19.28
"Hospital Juárez de México"|"2022"|"selective"|"Invitación a 3 o más"|1|1|3321556.6|0.27|0.12
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2017"|"direct"|"Adjudicación directa"|6|6|615280.23|3.38|13.04
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2017"|"open"|"Licitación abierta"|2|40|17564799.35|96.62|86.96
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2018"|"direct"|"Adjudicación directa"|382|382|30476242.080000002|49.05|73.04
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2018"|"open"|"Licitación abierta"|6|138|31125475.77|50.1|26.39
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2018"|"selective"|"Invitación a 3 o más"|2|3|528820|0.85|0.57
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2019"|"direct"|"Adjudicación directa"|267|268|21068357.3364|43.7|87.3
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2019"|"open"|"Licitación abierta"|6|38|27008873.97|56.02|12.38
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2019"|"selective"|"Invitación a 3 o más"|1|1|137931.03|0.29|0.33
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2020"|"direct"|"Adjudicación directa"|449|449|42873251.225|58.49|98.03
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2020"|"open"|"Licitación abierta"|4|5|28690135.14|39.14|1.09
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2020"|"selective"|"Invitación a 3 o más"|2|4|1736543.3|2.37|0.87
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2021"|"direct"|"Adjudicación directa"|421|421|45291129.45|35.45|92.32
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2021"|"open"|"Licitación abierta"|8|34|82157393.1|64.31|7.46
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2021"|"selective"|"Invitación a 3 o más"|1|1|298800|0.23|0.22
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2022"|"direct"|"Adjudicación directa"|541|541|47296729.08|38.78|94.25
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2022"|"open"|"Licitación abierta"|8|33|74659268.11|61.22|5.75
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2017"|"direct"|"Adjudicación directa"|3|3|367418|0.11|33.33
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2017"|"open"|"Licitación abierta"|6|6|323901770.88|99.89|66.67
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2018"|"direct"|"Adjudicación directa"|30|42|91737168.1125|66.14|66.67
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2018"|"framework"|"Contrato marco"|1|1|332662.64|0.24|1.59
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2018"|"open"|"Licitación abierta"|6|16|41232087.5|29.73|25.4
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2018"|"selective"|"Invitación a 3 o más"|4|4|5400538|3.89|6.35
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2019"|"direct"|"Adjudicación directa"|28|28|45396169.269999996|76.11|59.57
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2019"|"open"|"Licitación abierta"|3|12|7526519.63|12.62|25.53
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2019"|"selective"|"Invitación a 3 o más"|4|7|6722889.14|11.27|14.89
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2020"|"direct"|"Adjudicación directa"|99|196|247767388.357788|88.37|96.55
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2020"|"open"|"Licitación abierta"|4|4|28608022.509999998|10.2|1.97
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2020"|"selective"|"Invitación a 3 o más"|2|3|4007657.52|1.43|1.48
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2021"|"direct"|"Adjudicación directa"|57|64|262800137.87|92.22|81.01
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2021"|"open"|"Licitación abierta"|3|6|16115556.9|5.66|7.59
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2021"|"selective"|"Invitación a 3 o más"|3|9|6044253.52|2.12|11.39
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2022"|"direct"|"Adjudicación directa"|39|49|142990343.96|41.3|63.64
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2022"|"open"|"Licitación abierta"|12|17|199412909.72|57.6|22.08
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2022"|"selective"|"Invitación a 3 o más"|4|11|3797622.19|1.1|14.29
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2023"|"direct"|"Adjudicación directa"|3|3|32177052.76|100|100
"Hospital Regional de Alta Especialidad de Oaxaca"|"2017"|"direct"|"Adjudicación directa"|19|43|15198063.47|12.21|59.72
"Hospital Regional de Alta Especialidad de Oaxaca"|"2017"|"framework"|"Contrato marco"|2|2|22765628|18.29|2.78
"Hospital Regional de Alta Especialidad de Oaxaca"|"2017"|"open"|"Licitación abierta"|12|20|82141694.77|65.98|27.78
"Hospital Regional de Alta Especialidad de Oaxaca"|"2017"|"selective"|"Invitación a 3 o más"|4|7|4393554.2700000005|3.53|9.72
"Hospital Regional de Alta Especialidad de Oaxaca"|"2018"|"direct"|"Adjudicación directa"|82|147|73804508.31|48.11|66.22
"Hospital Regional de Alta Especialidad de Oaxaca"|"2018"|"open"|"Licitación abierta"|10|56|68400112.29|44.59|25.23
"Hospital Regional de Alta Especialidad de Oaxaca"|"2018"|"selective"|"Invitación a 3 o más"|10|19|11209606.72|7.31|8.56
"Hospital Regional de Alta Especialidad de Oaxaca"|"2019"|"direct"|"Adjudicación directa"|62|107|57018332.66|40.93|63.31
"Hospital Regional de Alta Especialidad de Oaxaca"|"2019"|"open"|"Licitación abierta"|16|58|79603185.69|57.15|34.32
"Hospital Regional de Alta Especialidad de Oaxaca"|"2019"|"selective"|"Invitación a 3 o más"|4|4|2675887.59|1.92|2.37
"Hospital Regional de Alta Especialidad de Oaxaca"|"2020"|"direct"|"Adjudicación directa"|97|236|539952978.391928|64.37|85.2
"Hospital Regional de Alta Especialidad de Oaxaca"|"2020"|"framework"|"Contrato marco"|1|1|9968625|1.19|0.36
"Hospital Regional de Alta Especialidad de Oaxaca"|"2020"|"open"|"Licitación abierta"|14|35|282948522.91999996|33.73|12.64
"Hospital Regional de Alta Especialidad de Oaxaca"|"2020"|"selective"|"Invitación a 3 o más"|5|5|6003474.34|0.72|1.81
"Hospital Regional de Alta Especialidad de Oaxaca"|"2021"|"direct"|"Adjudicación directa"|172|222|147472900.49343|63.85|81.02
"Hospital Regional de Alta Especialidad de Oaxaca"|"2021"|"open"|"Licitación abierta"|12|50|79493547.647|34.42|18.25
"Hospital Regional de Alta Especialidad de Oaxaca"|"2021"|"selective"|"Invitación a 3 o más"|2|2|3995265.5|1.73|0.73
"Hospital Regional de Alta Especialidad de Oaxaca"|"2022"|"direct"|"Adjudicación directa"|77|135|84212049.05|35.09|80.36
"Hospital Regional de Alta Especialidad de Oaxaca"|"2022"|"open"|"Licitación abierta"|11|33|155786123.037|64.91|19.64
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2017"|"direct"|"Adjudicación directa"|10|10|3581252.02|1.8|41.67
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2017"|"open"|"Licitación abierta"|10|10|193191397.34|97.11|41.67
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2017"|"selective"|"Invitación a 3 o más"|2|4|2160811.6|1.09|16.67
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2018"|"direct"|"Adjudicación directa"|59|61|141752292.44|34.12|60.4
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2018"|"open"|"Licitación abierta"|13|13|243882147.05|58.69|12.87
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2018"|"selective"|"Invitación a 3 o más"|23|27|29873478.46|7.19|26.73
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2019"|"direct"|"Adjudicación directa"|92|98|106724450.34|39.54|76.56
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2019"|"framework"|"Contrato marco"|1|1|390500|0.14|0.78
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2019"|"open"|"Licitación abierta"|13|14|145403302.16|53.87|10.94
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2019"|"selective"|"Invitación a 3 o más"|14|15|17408549.49|6.45|11.72
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2020"|"direct"|"Adjudicación directa"|64|77|86725295.34|36.21|70
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2020"|"framework"|"Contrato marco"|1|1|777200|0.32|0.91
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2020"|"open"|"Licitación abierta"|19|20|139871174.42|58.4|18.18
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2020"|"selective"|"Invitación a 3 o más"|11|12|12144743.14|5.07|10.91
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2021"|"direct"|"Adjudicación directa"|69|94|67958812.09|0.33|72.87
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2021"|"framework"|"Contrato marco"|2|3|1598395.84|0.01|2.33
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2021"|"open"|"Licitación abierta"|24|26|20290750325.56|99.63|20.16
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2021"|"selective"|"Invitación a 3 o más"|4|6|5370898.08|0.03|4.65
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2022"|"direct"|"Adjudicación directa"|76|93|51513256.35|11.01|61.59
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2022"|"framework"|"Contrato marco"|2|2|2290836|0.49|1.32
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2022"|"open"|"Licitación abierta"|31|39|408686100.36|87.33|25.83
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2022"|"selective"|"Invitación a 3 o más"|7|17|5511744.46|1.18|11.26
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2023"|"direct"|"Adjudicación directa"|1|1|1699008|100|100
"Hospital Regional de Alta Especialidad del Bajío"|"2017"|"direct"|"Adjudicación directa"|6|59|5908225.04|2.44|23.41
"Hospital Regional de Alta Especialidad del Bajío"|"2017"|"open"|"Licitación abierta"|7|192|235914467.83|97.33|76.19
"Hospital Regional de Alta Especialidad del Bajío"|"2017"|"selective"|"Invitación a 3 o más"|1|1|571384.32|0.24|0.4
"Hospital Regional de Alta Especialidad del Bajío"|"2018"|"direct"|"Adjudicación directa"|84|208|106250130.32000001|17.86|68.42
"Hospital Regional de Alta Especialidad del Bajío"|"2018"|"framework"|"Contrato marco"|2|2|2889515.4432|0.49|0.66
"Hospital Regional de Alta Especialidad del Bajío"|"2018"|"open"|"Licitación abierta"|13|94|485843494.96|81.66|30.92
"Hospital Regional de Alta Especialidad del Bajío"|"2019"|"direct"|"Adjudicación directa"|111|316|182266261.1|41.84|69.76
"Hospital Regional de Alta Especialidad del Bajío"|"2019"|"framework"|"Contrato marco"|1|1|134742.5|0.03|0.22
"Hospital Regional de Alta Especialidad del Bajío"|"2019"|"open"|"Licitación abierta"|20|136|253250118.43|58.13|30.02
"Hospital Regional de Alta Especialidad del Bajío"|"2020"|"direct"|"Adjudicación directa"|119|273|151424834.22|37.23|63.34
"Hospital Regional de Alta Especialidad del Bajío"|"2020"|"framework"|"Contrato marco"|2|2|930857.14|0.23|0.46
"Hospital Regional de Alta Especialidad del Bajío"|"2020"|"open"|"Licitación abierta"|19|156|254396315.34|62.54|36.19
"Hospital Regional de Alta Especialidad del Bajío"|"2021"|"direct"|"Adjudicación directa"|119|289|174541585.07|20.6|62.69
"Hospital Regional de Alta Especialidad del Bajío"|"2021"|"open"|"Licitación abierta"|32|172|672935141.4|79.4|37.31
"Hospital Regional de Alta Especialidad del Bajío"|"2022"|"direct"|"Adjudicación directa"|81|183|173478771.34|45.68|58.1
"Hospital Regional de Alta Especialidad del Bajío"|"2022"|"framework"|"Contrato marco"|1|1|56781|0.01|0.32
"Hospital Regional de Alta Especialidad del Bajío"|"2022"|"open"|"Licitación abierta"|19|128|190117326.52|50.06|40.63
"Hospital Regional de Alta Especialidad del Bajío"|"2022"|"selective"|"Invitación a 3 o más"|3|3|16140331.2|4.25|0.95
"Hospital Regional de Alta Especialidad del Bajío"|"2023"|"direct"|"Adjudicación directa"|1|13|3007623.34|100|100
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2017"|"direct"|"Adjudicación directa"|10|10|51285342.36|17.26|40
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2017"|"framework"|"Contrato marco"|1|1|7474695|2.52|4
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2017"|"open"|"Licitación abierta"|8|13|237953123.58|80.09|52
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2017"|"selective"|"Invitación a 3 o más"|1|1|405591.48|0.14|4
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2018"|"direct"|"Adjudicación directa"|32|32|11434651.0472|21.67|62.75
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2018"|"open"|"Licitación abierta"|4|16|37250629.04|70.61|31.37
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2018"|"selective"|"Invitación a 3 o más"|3|3|4073575.4|7.72|5.88
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2019"|"direct"|"Adjudicación directa"|50|50|78392577.91|100|100
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2020"|"direct"|"Adjudicación directa"|36|37|130232482.5325|97.73|97.37
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2020"|"framework"|"Contrato marco"|1|1|3025966.22|2.27|2.63
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2021"|"direct"|"Adjudicación directa"|26|26|4972929.6085|4.25|65
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2021"|"framework"|"Contrato marco"|3|3|55014771.21|46.97|7.5
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2021"|"open"|"Licitación abierta"|4|4|46345248.56|39.57|10
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2021"|"selective"|"Invitación a 3 o más"|7|7|10784134.06|9.21|17.5
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2022"|"direct"|"Adjudicación directa"|14|14|3038841.26|4.12|63.64
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2022"|"open"|"Licitación abierta"|2|4|64920275.35|88.02|18.18
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2022"|"selective"|"Invitación a 3 o más"|4|4|5795970.54|7.86|18.18
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2018"|"framework"|"Contrato marco"|1|1|6978675.2|35.26|10
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|1|3|2425137.7800000003|12.25|30
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|6|6|10389264.67|52.49|60
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|3|5|15811270.19|91.75|62.5
